"server=,"
Материнская плата + процессор 4ядра,1 400 грн.,"Днепр, Шевченковский",https://www.olx.ua/obyavlenie/materinskaya-plata-protsessor-4yadra-IDKqSvD.html?sd=1#47cd2a4ee7
Вентелятор кулер,100 грн.,Владимир-Волынский,https://www.olx.ua/obyavlenie/ventelyator-kuler-IDDSc5B.html?sd=1#47cd2a4ee7
Каркас Стійка Корпус Рамка для Майнинг Ферми Відеокарт Riser RX570 580,499 грн.,"Львов, Галицкий",https://www.olx.ua/obyavlenie/karkas-styka-korpus-ramka-dlya-mayning-fermi-vdeokart-riser-rx570-580-IDwAo6e.html?sd=1#47cd2a4ee7;promoted
Медный водоблок для процессора + крепление intel amd,300 грн.,"Киев, Соломенский",https://www.olx.ua/obyavlenie/mednyy-vodoblok-dlya-protsessora-kreplenie-intel-amd-IDKqStL.html?sd=1#47cd2a4ee7
Видеокарта Quadro FX380,200 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/videokarta-quadro-fx380-IDJSfYH.html?sd=1#47cd2a4ee7
Видеокарта ASUS Geforce GTX 1060 6gb відеокарта,6 000 грн.,Хмельницкий,https://www.olx.ua/obyavlenie/videokarta-asus-geforce-gtx-1060-6gb-vdeokarta-IDKqStl.html?sd=1#47cd2a4ee7
Гарнитура для ПК,300 грн.,Чернигов,https://www.olx.ua/obyavlenie/garnitura-dlya-pk-IDKqSt3.html?sd=1#47cd2a4ee7
Куллер deep cool frostwin v2,900 грн.,Тернополь,https://www.olx.ua/obyavlenie/kuller-deep-cool-frostwin-v2-IDKqSsZ.html?sd=1#47cd2a4ee7
GTX 1080 TI MSI Gaming X,11 200 грн.,Смела,https://www.olx.ua/obyavlenie/gtx-1080-ti-msi-gaming-x-IDKqSrP.html?sd=1#47cd2a4ee7
"Процесор Intel Xeon E3-1220v2 (3450) s1155 - 4 ядра, 4 потока - Обмен",1 250 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/protsesor-intel-xeon-e3-1220v2-3450-s1155-4-yadra-4-potoka-obmen-IDKqSs6.html?sd=1#47cd2a4ee7
Продам новую материнскую плату,2 000 грн.,"Харьков, Московский",https://www.olx.ua/obyavlenie/prodam-novuyu-materinskuyu-platu-IDKqSoo.html?sd=1#47cd2a4ee7
Samsung HD103SJ 1000Gb,680 грн.,"Киев, Печерский",https://www.olx.ua/obyavlenie/samsung-hd103sj-1000gb-IDKpE6N.html?sd=1#47cd2a4ee7;promoted
"Продам 4 ядерный 8 потоков процессор intel core i7 920 2,66 GHz",250 грн.,Луцк,https://www.olx.ua/obyavlenie/prodam-4-yadernyy-8-potokov-protsessor-intel-core-i7-920-2-66-ghz-IDHPmXw.html?sd=1#47cd2a4ee7
Корпус компьютерный Slim Desktop с блоком питания ATX и mini ITX,480 грн.,Белая Церковь,https://www.olx.ua/obyavlenie/korpus-kompyuternyy-slim-desktop-s-blokom-pitaniya-atx-i-mini-itx-IDFS5yz.html?sd=1#47cd2a4ee7
Лоток под SSD для Apple Mac Pro,800 грн.,Алексеевка,https://www.olx.ua/obyavlenie/lotok-pod-ssd-dlya-apple-mac-pro-IDz4qCo.html?sd=1#47cd2a4ee7
"Новый райзер Riser 6pin Molex,Sata PCI-E 12v USB 3.0",320 грн.,"Киев, Соломенский",https://www.olx.ua/obyavlenie/novyy-rayzer-riser-6pin-molex-sata-pci-e-12v-usb-3-0-IDK7v1Q.html?sd=1#47cd2a4ee7;promoted
Оперативна пам’ять 4Гб DDR3 1333 Transcend,300 грн.,"Винница, Замостянский",https://www.olx.ua/obyavlenie/operativna-pamyat-4gb-ddr3-1333-transcend-IDKqSpE.html?sd=1#47cd2a4ee7
Intel Core I7-3540M,900 грн.,Свалява,https://www.olx.ua/obyavlenie/intel-core-i7-3540m-IDKqSoW.html?sd=1#47cd2a4ee7
Ноутбук HP-ProBook 4510 под разборку,900 грн.,Котовск,https://www.olx.ua/obyavlenie/noutbuk-hp-probook-4510-pod-razborku-IDaJbZ3.html#47cd2a4ee7
Материнская плата ам3+,1 200 грн.,Токмак,https://www.olx.ua/obyavlenie/materinskaya-plata-am3-IDKpFTU.html?sd=1#47cd2a4ee7;promoted
Seagate Barracuda 160Gb,100 грн.,"Винница, Замостянский",https://www.olx.ua/obyavlenie/seagate-barracuda-160gb-IDKqSoi.html?sd=1#47cd2a4ee7
Хлам Жорстких Дискив витдам 7шт за символичних 150 грв,150 грн.,Черновцы,https://www.olx.ua/obyavlenie/hlam-zhorstkih-diskiv-vitdam-7sht-za-simvolichnih-150-grv-IDKcujv.html?sd=1#ad66db447d
Оперативная память Corsair Vengeance LPX DDR4 2x8Gb,2 100 грн.,Ровно,https://www.olx.ua/obyavlenie/operativnaya-pamyat-corsair-vengeance-lpx-ddr4-2x8gb-IDK8Qxm.html?sd=1#ad66db447d
Контроллер COM RS232 на PCI MosСhip MCS9835CV,95 грн.,"Запорожье, Шевченковский",https://www.olx.ua/obyavlenie/kontroller-com-rs232-na-pci-mosship-mcs9835cv-IDFVPFQ.html?sd=1#ad66db447d
Видеокарта GeForce GT440 1024MB GDDR3 128 бит,499 грн.,"Харьков, Новобаварский",https://www.olx.ua/obyavlenie/videokarta-geforce-gt440-1024mb-gddr3-128-bit-IDK1poJ.html?sd=1#ad66db447d;promoted
Процесор celeron 336 socket LGA 775 2.8GHz,30 грн.,"Львов, Франковский",https://www.olx.ua/obyavlenie/protsesor-celeron-336-socket-lga-775-2-8ghz-IDEjdWm.html#ad66db447d
Видеокарта Radeon HD 3850 1Gb,800 грн.,"Одесса, Приморский",https://www.olx.ua/obyavlenie/videokarta-radeon-hd-3850-1gb-IDJxaeI.html?sd=1#ad66db447d
DDR3 8GB 4X2 Kingston kvr1333d3n9/4g,900 грн.,"Запорожье, Александровский",https://www.olx.ua/obyavlenie/ddr3-8gb-4x2-kingston-kvr1333d3n9-4g-IDKb1kE.html?sd=1#ad66db447d;promoted
Радиаторы алюминиевые для охлаждения,70 грн.,Чернигов,https://www.olx.ua/obyavlenie/radiatory-alyuminievye-dlya-ohlazhdeniya-IDKguCa.html?sd=1#ad66db447d;promoted
SSD Kingston A400 120GB,619 грн.,Редьковка,https://www.olx.ua/obyavlenie/ssd-kingston-a400-120gb-IDKqL9V.html?sd=1#ad66db447d
Процессор AMD Athlon II X2 240 на 2 ядра по 2.8MHz,150 грн.,"Одесса, Приморский",https://www.olx.ua/obyavlenie/protsessor-amd-athlon-ii-x2-240-na-2-yadra-po-2-8mhz-IDJvOqL.html?sd=1#ad66db447d
Картридер Kingston Mobile Lite G4 FCR-MLG4.,260 грн.,"Киев, Печерский",https://www.olx.ua/obyavlenie/kartrider-kingston-mobile-lite-g4-fcr-mlg4-IDKouYB.html?sd=1#ad66db447d;promoted
ОЗУ DDR3 4gb (2х2gb) Hynix (вторая Nanya),300 грн.,"Одесса, Приморский",https://www.olx.ua/obyavlenie/ozu-ddr3-4gb-2h2gb-hynix-vtoraya-nanya-IDJvGLQ.html?sd=1#ad66db447d
Обмен на комплектующие.,Обмен,Красноармейск,https://www.olx.ua/obyavlenie/obmen-na-komplektuyuschie-IDIc9pJ.html#ad66db447d
Корпус от хвох360,800 грн.,"Одесса, Киевский",https://www.olx.ua/obyavlenie/korpus-ot-hvoh360-IDHLpV9.html#ad66db447d
Відеокарта Nvidia QUADRO 6000 6GB GDDR5 384-Bit,8 444 грн.,"Львов, Сиховский",https://www.olx.ua/obyavlenie/vdeokarta-nvidia-quadro-6000-6gb-gddr5-384-bit-IDJRMeB.html#ad66db447d
СD rom для хвох360,600 грн.,"Одесса, Киевский",https://www.olx.ua/obyavlenie/sd-rom-dlya-hvoh360-IDHLpTI.html#ad66db447d
"Материнська плата Asus B150M-C, + процесор Core i5 6400 2.7 Ghz",3 500 грн.,"Львов, Сиховский",https://www.olx.ua/obyavlenie/materinska-plata-asus-b150m-c-protsesor-core-i5-6400-2-7-ghz-IDKaHd6.html?sd=1#ad66db447d
Веб- камера Logitech,220 грн.,"Днепр, Амур-Нижнеднепровский",https://www.olx.ua/obyavlenie/veb-kamera-logitech-IDJSloh.html?sd=1#ad66db447d
dvd lg ts 200,350 грн.,Бердичев,https://www.olx.ua/obyavlenie/dvd-lg-ts-200-IDDkbMN.html?sd=1#ad66db447d
Материнская плата Asus Eee PC 1000,1 407 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/materinskaya-plata-asus-eee-pc-1000-IDxydBI.html#ad66db447d
Відеокарта Asus EN7200GS 256mb,400 грн.,Броды,https://www.olx.ua/obyavlenie/vdeokarta-asus-en7200gs-256mb-IDGMDu9.html#ad66db447d
Choetech USB 3.0 type-c кабель с быстрой передачей данных 5 Гбит/с,110 грн.,Бровары,https://www.olx.ua/obyavlenie/choetech-usb-3-0-type-c-kabel-s-bystroy-peredachey-dannyh-5-gbit-s-IDKbG0E.html?sd=1#ad66db447d
Материнская плата ASUS H110M-K,800 грн.,Карп,https://www.olx.ua/obyavlenie/materinskaya-plata-asus-h110m-k-IDKqS6J.html?sd=1#ad66db447d
Видеокарта Gigabyte Radeon RX 560 4Gb,1 800 грн.,Смела,https://www.olx.ua/obyavlenie/videokarta-gigabyte-radeon-rx-560-4gb-IDKqSfX.html?sd=1#ad66db447d
Низкопрофильная видеокарта ZOTAC GeForce 510 1 ГБ DDR3,390 грн.,Чернигов,https://www.olx.ua/obyavlenie/nizkoprofilnaya-videokarta-zotac-geforce-510-1-gb-ddr3-IDKqSfe.html?sd=1#ad66db447d
ТВ Тюнеры для ПК внутренний,50 грн.,Светловодск,https://www.olx.ua/obyavlenie/tv-tyunery-dlya-pk-vnutrenniy-IDEISrb.html?sd=1#ad66db447d
Материнская плата +процессор: ASUS M5A78L- M LE +AMD FX-4100 (4ядра),1 780 грн.,"Запорожье, Днепровский",https://www.olx.ua/obyavlenie/materinskaya-plata-protsessor-asus-m5a78l-m-le-amd-fx-4100-4yadra-IDDtKiS.html?sd=1#ad66db447d
Материнская плата ASUS TUF Z390-PLUS GAMING,3 900 грн.,"Запорожье, Вознесеновский",https://www.olx.ua/obyavlenie/materinskaya-plata-asus-tuf-z390-plus-gaming-IDIEjUz.html?sd=1#ad66db447d
DDR-III 4Gb (есть несколько),295 грн.,"Запорожье, Днепровский",https://www.olx.ua/obyavlenie/ddr-iii-4gb-est-neskolko-IDDtLLj.html?sd=1#ad66db447d
HDD 2.5 SATA III 1Tb 750Gb 500Gb 3200Gb 250Gb 180Gb,400 грн.,Муканов,https://www.olx.ua/obyavlenie/hdd-2-5-sata-iii-1tb-750gb-500gb-3200gb-250gb-180gb-IDKhlWb.html?sd=1#ad66db447d;promoted
HDD 2.5 SATA III 1Tb 750Gb 500Gb 3200Gb 250Gb,500 грн.,Муканов,https://www.olx.ua/obyavlenie/hdd-2-5-sata-iii-1tb-750gb-500gb-3200gb-250gb-IDKhlS7.html?sd=1#ad66db447d;promoted
Комплект s1150 Intel i5 4440+ASUS B85M-G+16GB DDR3+FAN - Обмен,4 100 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/komplekt-s1150-intel-i5-4440-asus-b85m-g-16gb-ddr3-fan-obmen-IDKqSey.html?sd=1#ad66db447d
DDR2 512 MB Hynix,50 грн.,"Одесса, Киевский",https://www.olx.ua/obyavlenie/ddr2-512-mb-hynix-IDI8sYD.html?sd=1#ad66db447d
Бодренький комплект s1150 i3 4170+ASUS H81M-K+8GB DDR3+FAN - Обмен,2 600 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/bodrenkiy-komplekt-s1150-i3-4170-asus-h81m-k-8gb-ddr3-fan-obmen-IDKqScW.html?sd=1#ad66db447d
XFX 580 8Gb,8 001 грн.,"Львов, Галицкий",https://www.olx.ua/obyavlenie/xfx-580-8gb-IDKqSdx.html?sd=1#ad66db447d
Видеокарта MSI GeForce RTX 3070 Gaming X Trio,32 999 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/videokarta-msi-geforce-rtx-3070-gaming-x-trio-IDKdsbM.html#ad66db447d;promoted
Продам RX580 8Gb,87 252 грн.,Павлоград,https://www.olx.ua/obyavlenie/prodam-rx580-8gb-IDKp6B6.html#ad66db447d;promoted
Комплект s1155 i3 3220+Gigabyte GA-H61M-S2PV+8GB DDR3+FAN - Обмен,2 100 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/komplekt-s1155-i3-3220-gigabyte-ga-h61m-s2pv-8gb-ddr3-fan-obmen-IDKqSbJ.html?sd=1#ad66db447d
Samsung EVO 860 500GB  SSD Новый,1 500 грн.,"Днепр, Соборный",https://www.olx.ua/obyavlenie/samsung-evo-860-500gb-ssd-novyy-IDKqSaR.html?sd=1#ad66db447d
"Бодрый процесор Intel i3 4170 s1150 - 2 ядра, 4 потока - Обмен",700 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/bodryy-protsesor-intel-i3-4170-s1150-2-yadra-4-potoka-obmen-IDKqS9R.html?sd=1#349c388f59
"Ddr, dvd дисковод, видео карты, wlan карта",50 грн.,"Днепр, Новокодакский",https://www.olx.ua/obyavlenie/ddr-dvd-diskovod-video-karty-wlan-karta-IDKqS9A.html?sd=1#349c388f59
відеокарта Radeon RX570 armor 4G OC,2 100 грн.,Самбор,https://www.olx.ua/obyavlenie/vdeokarta-radeon-rx570-armor-4g-oc-IDKqS9m.html?sd=1#349c388f59
Дисковод LG на ПК,100 грн.,"Харьков, Холодногорский",https://www.olx.ua/obyavlenie/diskovod-lg-na-pk-IDKqS9r.html?sd=1#349c388f59
ddr3 2133MHz Patriot 8Gb (4x2Gb) 9-1-9-27,800 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/ddr3-2133mhz-patriot-8gb-4x2gb-9-1-9-27-IDI7obQ.html#349c388f59
SSD Samsung EVO 860 500 новый,1 499 грн.,"Днепр, Соборный",https://www.olx.ua/obyavlenie/ssd-samsung-evo-860-500-novyy-IDKqS7E.html?sd=1#349c388f59
Intel core i5 2500K,800 грн.,Вышгород,https://www.olx.ua/obyavlenie/intel-core-i5-2500k-IDKqS7V.html?sd=1#349c388f59
Delta Energy Systems 1625W,600 грн.,Лизогубовка,https://www.olx.ua/obyavlenie/delta-energy-systems-1625w-IDDpprM.html#349c388f59
Звуковая карта MAYA22USB,2 000 грн.,"Кривой Рог, Долгинцевский",https://www.olx.ua/obyavlenie/zvukovaya-karta-maya22usb-IDIXujr.html?sd=1#349c388f59
Процессор I7-960,550 грн.,"Николаев, Ингульский",https://www.olx.ua/obyavlenie/protsessor-i7-960-IDKqS51.html?sd=1#349c388f59
Карты памяти б/у 512 Мб,175 грн.,"Днепр, Новокодакский",https://www.olx.ua/obyavlenie/karty-pamyati-b-u-512-mb-IDF3xPP.html?sd=1#349c388f59
Переходник Display port - HDMI,100 грн.,Новомосковск,https://www.olx.ua/obyavlenie/perehodnik-display-port-hdmi-IDKakkN.html?sd=1#349c388f59
Видеокарта Asus gt 440 ddr5 1gb,450 грн.,"Николаев, Ингульский",https://www.olx.ua/obyavlenie/videokarta-asus-gt-440-ddr5-1gb-IDJQkI5.html?sd=1#349c388f59
"MSI Radeon RX 5700 XT MECH OC 8GB, украинская гарантия 3 года",19 800 грн.,"Киев, Дарницкий",https://www.olx.ua/obyavlenie/msi-radeon-rx-5700-xt-mech-oc-8gb-ukrainskaya-garantiya-3-goda-IDKlyBa.html?sd=1#349c388f59;promoted
Мережева (сетевая) карта PCI-E Gigabit Lan,100 грн.,Каменка,https://www.olx.ua/obyavlenie/merezheva-setevaya-karta-pci-e-gigabit-lan-IDKqS3J.html?sd=1#349c388f59
Контроллер Biom OEM 8А-WIFI-IR24 Wi-Fi IR RGBW 8А 96W,300 грн.,Тернополь,https://www.olx.ua/obyavlenie/kontroller-biom-oem-8a-wifi-ir24-wi-fi-ir-rgbw-8a-96w-IDKqOza.html?sd=1#349c388f59
"Блок питания Golden power 300XA (Codegen 300 Вт) рабочий, пломба целая",150 грн.,"Запорожье, Вознесеновский",https://www.olx.ua/obyavlenie/blok-pitaniya-golden-power-300xa-codegen-300-vt-rabochiy-plomba-tselaya-IDIozQG.html?sd=1#349c388f59
Продам процессор i5 760+Материнка+ОЗУ,1 300 грн.,"Одесса, Суворовский",https://www.olx.ua/obyavlenie/prodam-protsessor-i5-760-materinka-ozu-IDKqS1y.html?sd=1#349c388f59
Вентиляторы Кулеры MSI с адресной подсветкой ARGB (Комплект),1 100 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/ventilyatory-kulery-msi-s-adresnoy-podsvetkoy-argb-komplekt-IDKbG2J.html?sd=1#349c388f59
Оперативная память Micron 4GB 1333MHz DDR3 PC3-10600 ECC,400 грн.,Попельня,https://www.olx.ua/obyavlenie/operativnaya-pamyat-micron-4gb-1333mhz-ddr3-pc3-10600-ecc-IDJsu1a.html?sd=1#349c388f59;promoted
Оперативная память,200 грн.,Купянск,https://www.olx.ua/obyavlenie/operativnaya-pamyat-IDKqRYV.html?sd=1#349c388f59
Оперативка 3шт,350 грн.,Карп,https://www.olx.ua/obyavlenie/operativka-3sht-IDKqRYn.html?sd=1#349c388f59
Asus CrossFireX Ready M4A77TD PRO,1 200 грн.,"Харьков, Холодногорский",https://www.olx.ua/obyavlenie/asus-crossfirex-ready-m4a77td-pro-IDJX75n.html?sd=1#349c388f59
"ASRock H110 PRO BTC+, Intel g3900 + ddr4 4gb Комплект",4 900 грн.,Днепрорудное,https://www.olx.ua/obyavlenie/asrock-h110-pro-btc-intel-g3900-ddr4-4gb-komplekt-IDKqhu3.html?sd=1#349c388f59;promoted
Оперативна пам'ять для ПК,200 грн.,Луцк,https://www.olx.ua/obyavlenie/operativna-pamyat-dlya-pk-IDIKqJA.html?sd=1#349c388f59
Корпус Acer aspire 5315 Icl50,350 грн.,Каменское,https://www.olx.ua/obyavlenie/korpus-acer-aspire-5315-icl50-IDgTunU.html#349c388f59
"Оперативная память ( модуль ОЗУ ) DIMM 2Gb DDR2 800, универсальная",150 грн.,"Житомир, Центр",https://www.olx.ua/obyavlenie/operativnaya-pamyat-modul-ozu-dimm-2gb-ddr2-800-universalnaya-IDCH7Mx.html?sd=1#349c388f59
Память DDR3 2 gb,550 грн.,Радивилов,https://www.olx.ua/obyavlenie/pamyat-ddr3-2-gb-IDJrnko.html?sd=1#349c388f59
Корпус R60plus Samsung,350 грн.,Каменское,https://www.olx.ua/obyavlenie/korpus-r60plus-samsung-IDgTu2S.html#349c388f59
HDMI в VGA конвертер видео аудио,135 грн.,Острог,https://www.olx.ua/obyavlenie/hdmi-v-vga-konverter-video-audio-IDIq7x4.html?sd=1#349c388f59
"Каркас, корпус, риг 70x35x35 см для майнинг фермы для 5-6-7 видеокарт",650 грн.,"Киев, Святошинский",https://www.olx.ua/obyavlenie/karkas-korpus-rig-70x35x35-sm-dlya-mayning-fermy-dlya-5-6-7-videokart-IDJSsvZ.html?sd=1#349c388f59;promoted
Z270-prime + g3900 + 4 gb ddr4,3 000 грн.,"Днепр, Шевченковский",https://www.olx.ua/obyavlenie/z270-prime-g3900-4-gb-ddr4-IDKqRWh.html?sd=1#349c388f59
Оперативная память 8 гб (ОЗУ) DDR3,1 100 грн.,Хмельницкий,https://www.olx.ua/obyavlenie/operativnaya-pamyat-8-gb-ozu-ddr3-IDKqRUL.html?sd=1#349c388f59;promoted
Видеокарта Sapphire Radeon RX 5600 XT PULSE,15 000 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/videokarta-sapphire-radeon-rx-5600-xt-pulse-IDKqRUA.html?sd=1#349c388f59;promoted
оперативная память DDR 3 8gb x2,450 грн.,"Харьков, Индустриальный",https://www.olx.ua/obyavlenie/operativnaya-pamyat-ddr-3-8gb-x2-IDKqRTt.html?sd=1#349c388f59
Кабель для соединения ПК и Монитора DVI-DVI,100 грн.,"Киев, Деснянский",https://www.olx.ua/obyavlenie/kabel-dlya-soedineniya-pk-i-monitora-dvi-dvi-IDIHkjO.html?sd=1#349c388f59
плата AM2 сокет.,135 грн.,"Киев, Голосеевский",https://www.olx.ua/obyavlenie/plata-am2-soket-IDKqRT1.html?sd=1#349c388f59
Gigabyte R9 290X 4Gb/512bit,2 500 грн.,Черкассы,https://www.olx.ua/obyavlenie/gigabyte-r9-290x-4gb-512bit-IDJzAMz.html?sd=1#349c388f59
Оперативная память (ОЗУ) Transcend 4gb DDR3 1333MHz,700 грн.,Белая Церковь,https://www.olx.ua/obyavlenie/operativnaya-pamyat-ozu-transcend-4gb-ddr3-1333mhz-IDKqRS4.html?sd=1#349c388f59
